,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,
SRX3211347,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069423,SRP118803,PRJNA412032,412032,SRS2536110,SAMN07693167,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520096,GSE104203,GSM2792433,29239721,7693167,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8h,wt_clearday_dawn_12h,"8 hours since Dawn, Time 0",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211348,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069424,SRP118803,PRJNA412032,412032,SRS2536109,SAMN07693166,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520097,GSE104203,GSM2792434,29239721,7693166,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8h,wt_clearday_dawn_12h,"8 hours since Dawn, Time 0",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211349,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069425,SRP118803,PRJNA412032,412032,SRS2536111,SAMN07693165,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520098,GSE104203,GSM2792435,29239721,7693165,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8.25,wt_clearday_dawn_12h,"8.25 hours since Dawn, Time 15 min",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211350,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069426,SRP118803,PRJNA412032,412032,SRS2536113,SAMN07693164,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520099,GSE104203,GSM2792436,29239721,7693164,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_8.25,wt_clearday_dawn_12h,"8.25 hours since Dawn, Time 15 min",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211351,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069427,SRP118803,PRJNA412032,412032,SRS2536112,SAMN07693155,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520100,GSE104203,GSM2792437,29239721,7693155,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_0.5h,wt_clearday_dawn_12h,".5 hours since Dawn, Time 30 min",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211352,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069428,SRP118803,PRJNA412032,412032,SRS2536114,SAMN07693202,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520101,GSE104203,GSM2792438,29239721,7693202,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_0.5h,wt_clearday_dawn_12h,".5 hours since Dawn, Time 30 min",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211353,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069429,SRP118803,PRJNA412032,412032,SRS2536115,SAMN07693196,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520102,GSE104203,GSM2792439,29239721,7693196,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9h,wt_clearday_dawn_12h,"9 hours since Dawn, Time 60 min",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211354,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069430,SRP118803,PRJNA412032,412032,SRS2536116,SAMN07693201,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520103,GSE104203,GSM2792440,29239721,7693201,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9h,wt_clearday_dawn_12h,"9 hours since Dawn, Time 60 min",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211355,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069431,SRP118803,PRJNA412032,412032,SRS2536117,SAMN07693200,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520104,GSE104203,GSM2792441,29239721,7693200,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.25h,wt_clearday_dawn_12h,"9.25 hours since Dawn, Time 15 min return",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211356,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069432,SRP118803,PRJNA412032,412032,SRS2536118,SAMN07693199,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520105,GSE104203,GSM2792442,29239721,7693199,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.5h,wt_clearday_dawn_12h,"9.25 hours since Dawn, Time 15 min return",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211357,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069433,SRP118803,PRJNA412032,412032,SRS2536119,SAMN07693198,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520106,GSE104203,GSM2792443,29239721,7693198,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.5h,wt_clearday_dawn_12h,"9.5 hours since Dawn, Time 30 min return",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211358,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069434,SRP118803,PRJNA412032,412032,SRS2536120,SAMN07693197,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520107,GSE104203,GSM2792444,29239721,7693197,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.5h,wt_clearday_dawn_12h,"9.5 hours since Dawn, Time 30 min return",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211359,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069435,SRP118803,PRJNA412032,412032,SRS2536121,SAMN07693195,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520108,GSE104203,GSM2792445,29239721,7693195,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_10h,wt_clearday_dawn_12h,"10 hours since Dawn, Time 60 min return",1,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3211360,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069436,SRP118803,PRJNA412032,412032,SRS2536122,SAMN07693194,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520109,GSE104203,GSM2792446,29239721,7693194,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_10h,wt_clearday_dawn_12h,"10 hours since Dawn, Time 60 min return",2,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,
SRX3312459,2017-12-15 12:51:12,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202543,SRP120955,PRJNA415380,415380,SRS2618423,SAMN07822189,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640368,GSE105774,GSM2827746,,7822189,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dusk_0m,rel- relA+_dusk_0m,0,1,rel- relA+K124:K159,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312460,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202544,SRP120955,PRJNA415380,415380,SRS2618422,SAMN07822188,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640369,GSE105774,GSM2827747,,7822188,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_5m,rel- relA+_dusk_0m,5min,1,rel- relA+K124:K159,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312461,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202545,SRP120955,PRJNA415380,415380,SRS2618424,SAMN07822187,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640370,GSE105774,GSM2827748,,7822187,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_15m,rel- relA+_dusk_0m,15min,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312462,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202546,SRP120955,PRJNA415380,415380,SRS2618453,SAMN07822186,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640371,GSE105774,GSM2827749,,7822186,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_30m,rel- relA+_dusk_0m,30min,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312463,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202547,SRP120955,PRJNA415380,415380,SRS2618425,SAMN07822185,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640372,GSE105774,GSM2827750,,7822185,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_1h,rel- relA+_dusk_0m,1h,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312464,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202548,SRP120955,PRJNA415380,415380,SRS2618426,SAMN07822184,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640373,GSE105774,GSM2827751,,7822184,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+ _dark_2h,rel- relA+_dusk_0m,2h,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312465,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202549,SRP120955,PRJNA415380,415380,SRS2618427,SAMN07822183,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640374,GSE105774,GSM2827752,,7822183,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+ _dark_4h,rel- relA+_dusk_0m,4h,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312466,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202550,SRP120955,PRJNA415380,415380,SRS2618428,SAMN07822182,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640375,GSE105774,GSM2827753,,7822182,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_8h,rel- relA+_dusk_0m,8h,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312467,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202551,SRP120955,PRJNA415380,415380,SRS2618429,SAMN07822181,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640376,GSE105774,GSM2827754,,7822181,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_12h,rel- relA+_dusk_0m,12h,1,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312468,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202552,SRP120955,PRJNA415380,415380,SRS2618430,SAMN07822180,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640377,GSE105774,GSM2827755,,7822180,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dusk_0m,rel- relA+_dusk_0m,0,1,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312469,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202553,SRP120955,PRJNA415380,415380,SRS2618431,SAMN07822179,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640378,GSE105774,GSM2827756,,7822179,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_5m,rel- relA+_dusk_0m,5min,1,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312470,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202554,SRP120955,PRJNA415380,415380,SRS2618432,SAMN07822177,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640379,GSE105774,GSM2827757,,7822177,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_15m,rel- relA+_dusk_0m,15min,1,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312471,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202555,SRP120955,PRJNA415380,415380,SRS2618433,SAMN07822176,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640380,GSE105774,GSM2827758,,7822176,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_30m,rel- relA+_dusk_0m,30min,1,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3312472,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202556,SRP120955,PRJNA415380,415380,SRS2618434,SAMN07822175,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640381,GSE105774,GSM2827759,,7822175,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_1h,rel- relA+_dusk_0m,1h,1,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
