Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Object_ID	Accession-2
suhB		2667390	2668211	myo-inositol-1(or 4)-monophosphatase	suhB // SYNPCC7942_2581	SYNPCC7942_2582	SYNPCC7942_RS13150
SYNPCC7942_1414		1465709	1466434	ATPase	SYNPCC7942_1414	SYNPCC7942_1414	SYNPCC7942_RS07235
end3		436851	437537	endonuclease III	SYNPCC7942_0448 // end3 // rpsN	SYNPCC7942_0447	SYNPCC7942_RS02285
hisIE		2064926	2065561	histidine biosynthesis bifunctional protein HisIE	hisIE	SYNPCC7942_1995	SYNPCC7942_RS10115
SYNPCC7942_2562		2640073	2641302	aluminum resistance protein-like	SYNPCC7942_2562	SYNPCC7942_2562	SYNPCC7942_RS13020
mscL		2061920	2062321	large conductance mechanosensitive channel protein	mscL	SYNPCC7942_1991	SYNPCC7942_RS10095
nifS		2636518	2637684	cysteine desulfurase NifS	nifS	SYNPCC7942_2558	SYNPCC7942_RS13000
SYNPCC7942_1382		1427042	1429711	diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	SYNPCC7942_1382	SYNPCC7942_1382	
holA		398870	399868	DNA polymerase III, delta subunit	holA	SYNPCC7942_0405	SYNPCC7942_RS02065
abrB		2040474	2040851	Transcriptional regulator AbrB	abrB	SYNPCC7942_1969	SYNPCC7942_RS09990
SYNPCC7942_2535		2615811	2619110	diguanylate cyclase (GGDEF domain) with PAS/PAC and GAF sensors	SYNPCC7942_2535	SYNPCC7942_2535	SYNPCC7942_RS12870
SYNPCC7942_1356		1390895	1391350	response regulator receiver domain protein (CheY-like)	SYNPCC7942_1357 // SYNPCC7942_1356 // SYNPCC7942_1355	SYNPCC7942_1356	SYNPCC7942_RS06930
metA		365116	366015	homoserine O-succinyltransferase	SYNPCC7942_0372 // metA // metY	SYNPCC7942_0371	SYNPCC7942_RS01890
gap3		2012363	2013364	glyceraldehyde-3-phosphate dehydrogenase, type I	SYNPCC7942_1940 // gap3	SYNPCC7942_1939	SYNPCC7942_RS09840
infA		2589959	2590171	translation initiation factor IF-1	infA	SYNPCC7942_2510	SYNPCC7942_RS12735
SYNPCC7942_1331		1363290	1363466	CAB/ELIP/HLIP superfamily protein	pabC // pabB // queC // SYNPCC7942_1332 // SYNPCC7942_1331	SYNPCC7942_1331	SYNPCC7942_RS06805
SYNPCC7942_0346		339352	340131	Protein of unknown function DUF152	SYNPCC7942_0346	SYNPCC7942_0346	SYNPCC7942_RS01765
sppA		1991469	1992281	signal peptide peptidase SppA, 36K type	sppA	SYNPCC7942_1916	SYNPCC7942_RS09725
miaA		2569964	2570884	tRNA delta(2)-isopentenylpyrophosphate transferase	miaA	SYNPCC7942_2490	SYNPCC7942_RS12635
trpS		1335009	1336076	tryptophanyl-tRNA synthetase	SYNPCC7942_1309 // trpS // SYNPCC7942_1307	SYNPCC7942_1308	SYNPCC7942_RS06690
ftsW1		320824	322008	cell division protein FtsW	ftsW1 // CcdA // resB	SYNPCC7942_0324	SYNPCC7942_RS01650
SYNPCC7942_1892		1964969	1965778	Rhodanese-like	SYNPCC7942_1892 // labA	SYNPCC7942_1892	SYNPCC7942_RS09595
glyQ		2535240	2536118	glycyl-tRNA synthetase, alpha subunit	glyQ	SYNPCC7942_2457	SYNPCC7942_RS12485
moaCB		1306229	1307200	molybdenum cofactor biosynthesis bifunctional protein BC	moaCB // moaD // moaE // moaA	SYNPCC7942_1285	SYNPCC7942_RS06580
ssb		299628	299990	single-strand binding protein	ssb	SYNPCC7942_0301	SYNPCC7942_RS01535
ppnK2		1935472	1936392	NAD(+) kinase 2	ppnK2	SYNPCC7942_1865	SYNPCC7942_RS09465
SYNPCC7942_2438		2512440	2513873	putative CheA signal transduction histidine kinases, no good domain identification	SYNPCC7942_2438	SYNPCC7942_2438	SYNPCC7942_RS12385
arsA		1281993	1283171	arsenite-activated ATPase (arsA)	arsA	SYNPCC7942_1259	SYNPCC7942_RS06450
hoxF		274154	275758	NAD-reducing hydrogenase &alpha; subunit	hoxF // hoxE	SYNPCC7942_0279	SYNPCC7942_RS01420
dapA		1913856	1914755	dihydrodipicolinate synthase	asd // dapA	SYNPCC7942_1847	SYNPCC7942_RS09370
lysS		2486856	2488370	lysyl-tRNA synthetase	lysS	SYNPCC7942_2415	SYNPCC7942_RS12270
nrtB		1260972	1261811	nitrate transport permease	nrtD // nrtC // nrtB // nrtA // narB // nirA	SYNPCC7942_1238	SYNPCC7942_RS06345
SYNPCC7942_0256		252873	254099	Peptidase M20D, amidohydrolase	SYNPCC7942_0256	SYNPCC7942_0256	SYNPCC7942_RS01305
SYNPCC7942_1811		1880981	1884094	diguanylate cyclase (GGDEF domain) with PAS/PAC sensor	SYNPCC7942_1811	SYNPCC7942_1811	SYNPCC7942_RS09200
hemN		2448879	2450069	Putative oxygen-independent coproporphyrinogen III oxidase	hemN	SYNPCC7942_2382	SYNPCC7942_RS12105
SYNPCC7942_0914		921780	922391	tRNA-(MS(2)IO(6)A)-hydroxylase-like	SYNPCC7942_0916 // aroD // SYNPCC7942_0914 // SYNPCC7942_0913	SYNPCC7942_0914	SYNPCC7942_RS04700
rplU		1241649	1242032	50S ribosomal subunit protein L21	rpmA // rplU	SYNPCC7942_1219	SYNPCC7942_RS06245
aroA		227939	229285	3-phosphoshikimate 1-carboxyvinyltransferase	aroA // SYNPCC7942_0231	SYNPCC7942_0232	SYNPCC7942_RS01180
SYNPCC7942_1787		1854247	1854729	iron-sulfur cluster assembly protein	SYNPCC7942_1787 // SYNPCC7942_1786 // SYNPCC7942_1785	SYNPCC7942_1787	SYNPCC7942_RS09080
SYNPCC7942_2356		2422193	2422819	putative transcriptional regulator, Crp/Fnr family	SYNPCC7942_2356	SYNPCC7942_2356	SYNPCC7942_RS11970
SYNPCC7942_0885		890953	893037	translation elongation factor G Small GTP-binding protein domain	SYNPCC7942_0885 // tuf	SYNPCC7942_0885	SYNPCC7942_RS04560
pdxJ		1222698	1223495	pyridoxal phosphate biosynthetic protein PdxJ	pdxJ	SYNPCC7942_1194	SYNPCC7942_RS06115
ndbC		198993	200429	type 2 NADH dehydrogenase NdbC monomer	ccoN // ccoO // SYNPCC7942_0200 // SYNPCC7942_0199 // ndbC	SYNPCC7942_0198	SYNPCC7942_RS01005
SYNPCC7942_1750		1820146	1820532	conserved hypothetical protein YCF35	SYNPCC7942_1750 // petF4 // SYNPCC7942_1748 // SYNPCC7942_1747	SYNPCC7942_1750	SYNPCC7942_RS08905
opcA		2399962	2401299	OxPP cycle protein OpcA	zwf // opcA	SYNPCC7942_2333	SYNPCC7942_RS11860
SYNPCC7942_0853		848870	850105	probable aminotransferase	SYNPCC7942_0853	SYNPCC7942_0853	SYNPCC7942_RS04400
psbJ		1209224	1209343	PsbJ	psbJ	SYNPCC7942_1174	
SYNPCC7942_0174		173111	173989	Protein of unknown function UPF0011	SYNPCC7942_0175 // SYNPCC7942_0174	SYNPCC7942_0174	SYNPCC7942_RS00885
bioY		1799638	1800219	BioY protein	bioY // lspA	SYNPCC7942_1727	SYNPCC7942_RS08790
groL		2381614	2383248	GroEL	groL // groS	SYNPCC7942_2313	SYNPCC7942_RS11760
purS		812955	813224	Phosphoribosylformylglycinamidine synthetase PurS	purQ // purS	SYNPCC7942_0818	SYNPCC7942_RS04230
chaC		1157413	1157931	cation transporter	chaC	SYNPCC7942_1135	SYNPCC7942_RS05810
ilvB		140268	142106	acetolactate synthase, large subunit, biosynthetic type	ilvB	SYNPCC7942_0139	SYNPCC7942_RS00705
ftn6		1775633	1776064	cell division protein Ftn6	ftn6	SYNPCC7942_1707	SYNPCC7942_RS08685
kdsC		2358162	2358698	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	gutQ // kdsB // kdsA // kdsC	SYNPCC7942_2288	SYNPCC7942_RS11630
pcnB		785973	787211	polyA polymerase	pcnB	SYNPCC7942_0791	SYNPCC7942_RS04095
SYNPCC7942_1110		1126901	1127527	response regulator receiver domain protein (CheY-like)	SYNPCC7942_1110	SYNPCC7942_1110	SYNPCC7942_RS05690
phrA		111686	113140	Deoxyribodipyrimidine photolyase	phrA	SYNPCC7942_0112	SYNPCC7942_RS00570
cysT		1750203	1751039	sulfate transport system permease protein CysT	cysT // sbpA	SYNPCC7942_1682	SYNPCC7942_RS08570
avtA		2327013	2328296	valine-pyruvate aminotransferase	rimM // avtA	SYNPCC7942_2258	SYNPCC7942_RS11475
SYNPCC7942_0763		756989	757318	transcriptional regulator, XRE family	SYNPCC7942_0764 // SYNPCC7942_0763	SYNPCC7942_0763	
glgB		1099720	1102044	1,4-alpha-glucan branching enzyme	glgB	SYNPCC7942_1085	SYNPCC7942_RS05570
gntR		88735	89718	transcriptional regulator, GntR family	gntR	SYNPCC7942_0090	SYNPCC7942_RS00455
SYNPCC7942_1651		1721058	1721795	glycosyl transferase, WecB/TagA/CpsF family	SYNPCC7942_1652 // SYNPCC7942_1651	SYNPCC7942_1651	SYNPCC7942_RS08420
rplC		2298877	2299518	50S ribosomal subunit protein L3	rplC	SYNPCC7942_2232	SYNPCC7942_RS11335
SYNPCC7942_0712		705073	706350	C-terminal processing peptidase-2	SYNPCC7942_0712	SYNPCC7942_0712	SYNPCC7942_RS03650
cpcF		1066056	1066679	phycocyanin &alpha;-subunit phycocyanobilin lyase subunit &beta;	thiS // thiE // SYNPCC7942_1056 // cpcF // cpcE	SYNPCC7942_1055	SYNPCC7942_RS05410
infC		64987	65541	translation initiation factor IF-3	infC	SYNPCC7942_0065	SYNPCC7942_RS00320
SYNPCC7942_1620		1685939	1687444	ATPase	SYNPCC7942_1620 // SYNPCC7942_1619 // SYNPCC7942_1618 // SYNPCC7942_1617	SYNPCC7942_1620	SYNPCC7942_RS08265
rpsE		2291444	2291986	30S ribosomal subunit protein S5	rplE // rpsH // rplF // rplR // rpsE // rplO	SYNPCC7942_2216	SYNPCC7942_RS11255
ispD		675164	675862	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	SYNPCC7942_0681	SYNPCC7942_RS03490
ilvE		1043944	1044858	branched-chain amino acid aminotransferase	hisC // ilvE	SYNPCC7942_1029	SYNPCC7942_RS05285
gnd		37130	38545	6-phosphogluconate dehydrogenase, decarboxylating	gnd	SYNPCC7942_0039	SYNPCC7942_RS00195
PhzF		1664306	1665100	Phenazine biosynthesis PhzC/PhzF protein	apa2 // SYNPCC7942_1599 // PhzF // folE // SPR	SYNPCC7942_1598	SYNPCC7942_RS08160
dnaE-N		2277916	2280528	DNA polymerase III, &alpha; subunit Protein N-terminal part/intein	dnaE-N	SYNPCC7942_2199	SYNPCC7942_RS11170
psbD1		650232	651290	D2 protein	psbC // psbD1	SYNPCC7942_0655	SYNPCC7942_RS03355
SYNPCC7942_1006		1017044	1018123	TPR repeat	SYNPCC7942_1006	SYNPCC7942_1006	SYNPCC7942_RS05160
purF		4596	6077	amidophosphoribosyltransferase	purL // purF	SYNPCC7942_0004	SYNPCC7942_RS00020
SYNPCC7942_1576		1638668	1640059	putative chloride channel protein, CIC family	SYNPCC7942_1576	SYNPCC7942_1576	SYNPCC7942_RS08050
lls1		2245607	2246992	cell death suppressor protein Lls1-like	lls1	SYNPCC7942_2164	SYNPCC7942_RS11000
rplA		625078	625791	50S ribosomal subunit protein L1	rplA	SYNPCC7942_0633	SYNPCC7942_RS03250
prk		985009	986010	phosphoribulokinase	prk	SYNPCC7942_0977	SYNPCC7942_RS05015
umuD		1606129	1606689	UmuD	umuD	SYNPCC7942_1549	SYNPCC7942_RS07900
slt		2209183	2211255	probable soluble lytic transglycosylase	slt	SYNPCC7942_2131	SYNPCC7942_RS10805
aat		594687	595367	leucyl/phenylalanyl-tRNA--protein transferase	aat // SYNPCC7942_0605	SYNPCC7942_0606	SYNPCC7942_RS03110
cobO2		965072	965719	cob(I)alamin adenosyltransferase	cobO2 // SYNPCC7942_0956	SYNPCC7942_0957	SYNPCC7942_RS04920
typA		1583407	1585200	GTP-binding protein TypA	typA	SYNPCC7942_1525	SYNPCC7942_RS07795
cynA		2186865	2188454	ABC-type cyanate transport system periplasmic component	cynA // cynB // cynD // cynS	SYNPCC7942_2107	
chlI		564123	565217	Magnesium chelatase subunit I	chlI	SYNPCC7942_0583	SYNPCC7942_RS02965
lpxB		939193	940392	lipid-A-disaccharide synthase	lpxB // lpxA1 // fabZ // lpxC // SYNPCC7942_0928	SYNPCC7942_0932	SYNPCC7942_RS04795
lipA1		1557396	1558331	lipoic acid synthetase	lipA1	SYNPCC7942_1507	SYNPCC7942_RS07705
hisF		2167149	2167916	imidazoleglycerol phosphate synthase, cyclase subunit	hisF	SYNPCC7942_2087	SYNPCC7942_RS10580
SYNPCC7942_0555		537790	538509	zinc metalloprotease	SYNPCC7942_0555	SYNPCC7942_0555	SYNPCC7942_RS02825
petG		1530970	1531083	PetG	petG	SYNPCC7942_1479	SYNPCC7942_RS07560
SYNPCC7942_2067		2143337	2144584	HI0933-like protein	SYNPCC7942_2067	SYNPCC7942_2067	SYNPCC7942_RS10480
recJ		502006	504333	single-stranded-DNA-specific exonuclease RecJ	recJ	SYNPCC7942_0517	SYNPCC7942_RS02625
anL18		37703	38428	putative glutamine amidotransferase	anL18	SYNPCC7942_B2643	SYNPCC7942_RS13545
fabH		1508394	1509401	3-oxoacyl-(acyl-carrier-protein) synthase III	SYNPCC7942_1457 // fabD // fabH	SYNPCC7942_1455	SYNPCC7942_RS07445
pyrC2		474316	475644	dihydroorotase, multifunctional complex type	pyrC2	SYNPCC7942_0488	SYNPCC7942_RS02485
gcvP		2118510	2121371	glycine dehydrogenase	gcvP // gcvH	SYNPCC7942_2047	SYNPCC7942_RS10385
thrS		2688305	2690119	threonyl-tRNA synthetase	thrS	SYNPCC7942_2606	SYNPCC7942_RS13275
rot		1484549	1484986	Peptidylprolyl isomerase	rot	SYNPCC7942_1431	SYNPCC7942_RS07320
bcsA1		451838	454087	Cellulose synthase (UDP-forming)	bcsA1	SYNPCC7942_0466	SYNPCC7942_RS02375
psbX		2084803	2084922	PsbX	psbX	SYNPCC7942_2016	SYNPCC7942_RS10225
dnaJ3		2663566	2664450	heat shock protein DnaJ-3	dnaK3 // dnaJ3 // SYNPCC7942_2578 // murQ	SYNPCC7942_2579	SYNPCC7942_RS13130
mapA		1459914	1460555	Fe (III) ABC transporter membrane-associated protein	mapA	SYNPCC7942_1408	SYNPCC7942_RS07205
amt1		431458	432951	ammonium transporter	amt1	SYNPCC7942_0442	SYNPCC7942_RS02260
chlM		428611	429300	magnesium protoporphyrin O-methyltransferase	chlM	SYNPCC7942_0439	SYNPCC7942_RS02245
crtB		2054486	2055412	phytoene synthase	crtB // zds2	SYNPCC7942_1984	SYNPCC7942_RS10060
hoxH		2633656	2635086	NAD-reducing hydrogenase HoxS &beta; subunit	hoxH // SYNPCC7942_2554 // hypA // hypB // hoxU // hoxY	SYNPCC7942_2555	SYNPCC7942_RS12985
accC		1421475	1422836	acetyl-CoA carboxylase, biotin carboxylase	accC	SYNPCC7942_1379	SYNPCC7942_RS07060
dgkA		395246	395731	Diacylglycerol kinase	dgkA	SYNPCC7942_0401	SYNPCC7942_RS02045
ubiA		2034764	2035696	4-hydroxybenzoate polyprenyl transferase	ubiA // SYNPCC7942_1963	SYNPCC7942_1964	SYNPCC7942_RS09965
rpsB		2611383	2612138	30S ribosomal subunit protein S2	rpsB	SYNPCC7942_2530	SYNPCC7942_RS12845
acsA		1383192	1385162	Acetate--CoA ligase	acsA	SYNPCC7942_1352	SYNPCC7942_RS06910
xseA		360711	362063	exodeoxyribonuclease VII, large subunit	xseA	SYNPCC7942_0368	SYNPCC7942_RS01875
pilD		2009232	2010020	Prepilin peptidase	SYNPCC7942_1936 // pilD	SYNPCC7942_1935	SYNPCC7942_RS09820
cysH		2586799	2587497	phosphoadenosine phosphosulfate reductase	SYNPCC7942_2507 // cysH	SYNPCC7942_2506	SYNPCC7942_RS12715
SYNPCC7942_1324		1352829	1355588	DNA/RNA helicase, DEAD/DEAH box type	SYNPCC7942_1324	SYNPCC7942_1324	SYNPCC7942_RS06770
psb27		336654	337055	photosystem II 11 kD protein	psb27	SYNPCC7942_0343	SYNPCC7942_RS01750
zam		1986376	1988613	Protein conferring resistance to acetazolamide	zam // ubiX // SYNPCC7942_1909	SYNPCC7942_1911	SYNPCC7942_RS09690
psbW		2559500	2559874	PsbW	psbW // sulA	SYNPCC7942_2478	SYNPCC7942_RS12590
recQ		1328678	1330141	ATP-dependent DNA helicase, RecQ family	recQ // SYNPCC7942_1300	SYNPCC7942_1301	SYNPCC7942_RS06655
glnB		318147	318485	nitrogen regulatory protein P-II	glnB	SYNPCC7942_0321	SYNPCC7942_RS01635
cbbY		1956644	1957411	HAD-superfamily hydrolase subfamily IA, variant 3	cbbY // SYNPCC7942_1884 // SYNPCC7942_1883	SYNPCC7942_1885	SYNPCC7942_RS09560
pilN		2530160	2530876	Tfp pilus assembly protein PilN-like	pilM // pilN // pilO	SYNPCC7942_2452	SYNPCC7942_RS12460
moaA		1304480	1305463	molybdenum cofactor biosynthesis protein A	moaCB // moaD // moaE // moaA	SYNPCC7942_1282	SYNPCC7942_RS06565
ftsH1		294872	296713	ATP-dependent metalloprotease FtsH	ftsH1	SYNPCC7942_0297	SYNPCC7942_RS01515
SYNPCC7942_1860		1930475	1931182	two component transcriptional regulator, LuxR family	SYNPCC7942_1860	SYNPCC7942_1860	SYNPCC7942_RS09435
ilvN		2507663	2508181	acetolactate synthase, small subunit	SYNPCC7942_2435 // ilvN // SYNPCC7942_2433 // SYNPCC7942_2432	SYNPCC7942_2434	SYNPCC7942_RS12365
csdB		1277852	1279015	L-cysteine/cystine lyase	csdB	SYNPCC7942_1255	SYNPCC7942_RS06430
glcD		270001	271473	glycolate oxidase subunit GlcD	ligA // glcD	SYNPCC7942_0276	SYNPCC7942_RS01405
chlB		1904431	1905957	light-independent protochlorophyllide reductase, B subunit	chlB	SYNPCC7942_1838	SYNPCC7942_RS09325
SYNPCC7942_2406		2479051	2480190	FAD dependent oxidoreductase	SYNPCC7942_2407 // SYNPCC7942_2406	SYNPCC7942_2406	SYNPCC7942_RS12230
narB		1255757	1257946	ferredoxin-nitrate reductase	nrtD // nrtC // nrtB // nrtA // narB // nirA	SYNPCC7942_1235	SYNPCC7942_RS06330
dnaQ		247110	247880	DNA polymerase III, epsilon subunit	dnaQ // SYNPCC7942_0250 // SYNPCC7942_0249 // SYNPCC7942_0248 // bgtB // SYNPCC7942_0246	SYNPCC7942_0251	SYNPCC7942_RS01280
coaX		1876216	1876959	Type III pantothenate kinase	coaX	SYNPCC7942_1808	SYNPCC7942_RS09185
ftsZ		2445387	2446568	cell division protein FtsZ	thiD // ftsZ	SYNPCC7942_2378	SYNPCC7942_RS12085
SYNPCC7942_0909		918135	918491	HesB/YadR/YfhF	SYNPCC7942_0909	SYNPCC7942_0909	SYNPCC7942_RS04675
kaiC		1238550	1240109	KaiC-P<sup>ser</sup>-P<sup>thr</sup> // KaiC circadian clock protein	kaiB // kaiC	SYNPCC7942_1216	SYNPCC7942_RS06230
tatA		224357	224632	Sec-independent protein translocase TatA subunit	SYNPCC7942_0228 // pth // tatA	SYNPCC7942_0226	SYNPCC7942_RS01150
thrC1		1847829	1849121	threonine synthase	thrC1	SYNPCC7942_1782	SYNPCC7942_RS09055
yfiA		2419575	2420198	putative sigma 54 modulation protein/ribosomal protein S30EA	yfiA	SYNPCC7942_2352	SYNPCC7942_RS11950
SYNPCC7942_0882		888440	889096	Peptidase S16, lon-like	SYNPCC7942_0882	SYNPCC7942_0882	SYNPCC7942_RS04545
pepA		1218720	1220180	Leucyl aminopeptidase	pepA	SYNPCC7942_1190	SYNPCC7942_RS06095
polA		192655	195516	DNA polymerase I	polA	SYNPCC7942_0194	SYNPCC7942_RS00985
SYNPCC7942_1744		1815423	1815833	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	SYNPCC7942_1744	SYNPCC7942_1744	SYNPCC7942_RS08875
ctpA		2397191	2398414	carboxyl-terminal protease	ctpA // SYNPCC7942_2329	SYNPCC7942_2330	SYNPCC7942_RS11845
SYNPCC7942_0847		841120	842232	twitching motility protein	SYNPCC7942_0847 // SYNPCC7942_0846	SYNPCC7942_0847	SYNPCC7942_RS04375
oppA		1202102	1203865	oligopeptide ABC transporter, periplasmic oligopeptide-binding protein	oppA // cpmA // SYNPCC7942_1167	SYNPCC7942_1169	SYNPCC7942_RS05995
glnN		168176	170347	glutamine synthetase type III subunit	glnN	SYNPCC7942_0169	SYNPCC7942_RS00860
crtH		1795482	1797032	carotene isomerase	crtH	SYNPCC7942_1723	SYNPCC7942_RS08770
tpxA		2377107	2377703	2-Cys peroxiredoxin	tpxA	SYNPCC7942_2309	SYNPCC7942_RS11735
SYNPCC7942_0815		809365	810096	ATPase	SYNPCC7942_0815 // petF1 // hisS2 // SYNPCC7942_0812	SYNPCC7942_0815	SYNPCC7942_RS04215
SYNPCC7942_1130		1149445	1151259	protein serine/threonine phosphatases	SYNPCC7942_1130	SYNPCC7942_1130	SYNPCC7942_RS05785
SYNPCC7942_0136		136706	138013	phage integrase	SYNPCC7942_0136	SYNPCC7942_0136	SYNPCC7942_RS00690
wcaG		1766905	1767849	GDP-fucose synthetase NAD dependent epimerase/dehydratase	wcaG	SYNPCC7942_1700	SYNPCC7942_RS08655
SYNPCC7942_2282		2351102	2353015	GAF sensor signal transduction histidine kinase	SYNPCC7942_2282	SYNPCC7942_2282	SYNPCC7942_RS11600
SYNPCC7942_0787		783007	783885	putative purple acid phosphatase	SYNPCC7942_0787	SYNPCC7942_0787	SYNPCC7942_RS04075
SYNPCC7942_1107		1124289	1125089	TPR repeat	SYNPCC7942_1107	SYNPCC7942_1107	SYNPCC7942_RS05675
SYNPCC7942_0109		108877	109383	DNA-binding ferritin-like protein (oxidative damage protectant)	SYNPCC7942_0110 // SYNPCC7942_0109	SYNPCC7942_0109	SYNPCC7942_RS00555
psb28		1747252	1747590	photosystem II reaction center W protein	psb28	SYNPCC7942_1679	SYNPCC7942_RS08555
SYNPCC7942_2251		2318335	2318919	alr0113 (ycf52)-like	ppc // SYNPCC7942_2251	SYNPCC7942_2251	
tmp		743738	746590	phage tail tape measure protein TP901, core region	gpD // SYNPCC7942_0752 // SYNPCC7942_0751 // tmp	SYNPCC7942_0750	SYNPCC7942_RS03885
trkA2		1091781	1093124	K+ transporter Trk	SYNPCC7942_1081 // trkA2	SYNPCC7942_1080	SYNPCC7942_RS05545
SYNPCC7942_0085		82179	82865	HAD-superfamily hydrolase subfamily IA, variant 3	SYNPCC7942_0087 // glgX // SYNPCC7942_0085	SYNPCC7942_0085	SYNPCC7942_RS00420
SYNPCC7942_1648		1716189	1716638	putative ferric uptake regulator, FUR family	SYNPCC7942_1648	SYNPCC7942_1648	SYNPCC7942_RS08405
rplB		2297012	2297875	50S ribosomal subunit protein L2	rplD // rplW // rplB // rpsS // rplV // rpsC // rplP // rpmC // rpsQ // rplN // rplX	SYNPCC7942_2229	SYNPCC7942_RS11320
cobL1		696577	697191	precorrin decarboxylase	ldcC // cobL1	SYNPCC7942_0706	SYNPCC7942_RS03620
cpcB2		1064073	1064594	phycocyanin, beta subunit	cpcB2	SYNPCC7942_1052	SYNPCC7942_RS05395
rfbG		61366	62472	CDP-glucose 4,6-dehydratase	rfbF // rfbG // SYNPCC7942_0060	SYNPCC7942_0061	SYNPCC7942_RS00305
SYNPCC7942_1617		1683752	1684930	inner membrane protein-like	SYNPCC7942_1620 // SYNPCC7942_1619 // SYNPCC7942_1618 // SYNPCC7942_1617	SYNPCC7942_1617	SYNPCC7942_RS08250
adk		2288962	2289522	adenylate kinases	secY // adk	SYNPCC7942_2213	SYNPCC7942_RS11240
rnd		672767	673402	ribonuclease D	tRNA-Val1 // rnd	SYNPCC7942_0678	SYNPCC7942_RS03470
menE		1035731	1037074	O-succinylbenzoic acid-CoA ligase	menE // menC // malQ	SYNPCC7942_1021	SYNPCC7942_RS05250
bioA		31464	32738	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	bioA // bioD // bioC // SYNPCC7942_0028 // bioF	SYNPCC7942_0031	SYNPCC7942_RS00160
psbA2		1434538	1435620	photosystem II D1 protein	psbA2 // SYNPCC7942_1390	SYNPCC7942_1389	SYNPCC7942_RS07110
SYNPCC7942_0417		406851	408359	ATPase	SYNPCC7942_0417	SYNPCC7942_0417	SYNPCC7942_RS02130
accA		1661770	1662753	acetyl-CoA carboxylase, carboxyl transferase &alpha; subunit	accA // SYNPCC7942_1594 // SYNPCC7942_1593	SYNPCC7942_1595	SYNPCC7942_RS08145
cpsB		2043151	2044320	mannose-1-phosphate guanyltransferase	cpsB	SYNPCC7942_1973	SYNPCC7942_RS10005
SYNPCC7942_2540		2621837	2622298	blue-copper-protein-like protein	SYNPCC7942_2540	SYNPCC7942_2540	SYNPCC7942_RS12895
SYNPCC7942_2193		2270973	2272655	metal dependent phosphohydrolase	SYNPCC7942_2193	SYNPCC7942_2193	SYNPCC7942_RS11140
SYNPCC7942_1365		1403362	1404060	Multiple antibiotic resistance (MarC)-related proteins	SYNPCC7942_1365	SYNPCC7942_1365	SYNPCC7942_RS06985
chlP1		377321	378694	geranylgeranyl reductase	chlP1	SYNPCC7942_0385	SYNPCC7942_RS01965
PriA		644741	647161	replication restart DNA helicase	PriA	SYNPCC7942_0651	SYNPCC7942_RS03335
uvrC		2019498	2021429	excinuclease ABC, C subunit	uvrC	SYNPCC7942_1945	SYNPCC7942_RS09870
SYNPCC7942_2515		2594192	2596459	putative DNA helicase	SYNPCC7942_2515	SYNPCC7942_2515	SYNPCC7942_RS12765
psaD		1013888	1014316	PsaD	psaD	SYNPCC7942_1002	SYNPCC7942_RS05140
itgA		1368411	1372715	Integrin &alpha; chain	itgA	SYNPCC7942_1337	SYNPCC7942_RS06835
msrB1		344823	345431	Methionine sulfoxide reductase B	msrB1	SYNPCC7942_0352	SYNPCC7942_RS01790
pdhA		2018389	2019417	pyruvate dehydrogenase complex E1 component &alpha; subunit	pdhA	GCEQ-2175	
leuS		1995596	1998193	leucyl-tRNA synthetase	leuS	SYNPCC7942_1920	SYNPCC7942_RS09745
livM		2574819	2575742	branched-chain amino acid ABC transporter integral membrane protein	ndk // livJ // livH // livM // livG // livF	SYNPCC7942_2494	SYNPCC7942_RS12655
dhg2		1632994	1633794	glucose 1-dehydrogenase	dhg2	SYNPCC7942_1573	SYNPCC7942_RS08035
aspS		1340634	1342433	aspartyl-tRNA synthetase	aspS	SYNPCC7942_1313	SYNPCC7942_RS06715
apcE		323781	325898	phycobilisome core-membrane linker polypeptide	apcE	SYNPCC7942_0328	SYNPCC7942_RS01670
glnA		2239305	2240726	glutamine synthetase type I subunit	glnA	SYNPCC7942_2156	SYNPCC7942_RS10955
devT		1969931	1970821	putative transcripton factor DevT-like	leuC // devT // argJ	SYNPCC7942_1897	SYNPCC7942_RS09620
metK		2544118	2545371	S-adenosylmethionine synthetase	metK // SYNPCC7942_2462	SYNPCC7942_2463	SYNPCC7942_RS12520
